Title,Text
"Amid CAA-NRC row, JD(U) leader questions Nitish Kumar on poll tie-up with BJP in Delhi",senior u questioned party chief clarify ideological stand announced bjp election referring apprehension pavan sought ideological clarity chief minister letter u president posted twitter claimed expressed apprehension private despite alliance bjp one occasion expressed grave apprehension combine u general secretary letter party chief remember confessing private current leadership bjp party humiliated maintained one occasion bjp leading space personal view conveyed bjp destroying institution need democratic socialist force within country regroup task actually assigned senior party official former mp wrote former ifs officer real view fail understand u extending alliance bjp beyond even longstanding ally bjp like refused especially time bjp combine embarked massive socially divisive agenda aimed mutilating peace harmony stability country letter written today asking u formed alliance bjp election given view bjp massive national outrage divisive scheme pavan k urgent need u harmonise party constitution say leader party feel private action party take public wrote politics emphasised u must principle courage conviction letter look forward receiving ideological clarity either formal meeting u mean consider best former diplomat u decision broaden alliance outside join hand bjp poll left deeply perplexed u contesting two seat alliance bjp time massive protest across country citizenship amendment act proposed national register citizen including within u another u leader party vice president publicly taken stand bjp government issue later speaking reporter party like along tome bjp ally taken stand issue coming bjp election clarify stand clarified party stand far clarify stand issue remain party decided reply letter asked would quit party
'Why brother is afraid of Muslim women?' Owaisi taunts PM Modi on anti-CAA protests,chief asked prime minister call afraid woman call brother day pm pm criticised protest shaheen bagh area speaking discussion motion thanks president address attacked government issue citizenship amendment act caa national population register mp challenge prime minister clarify house nrc linked nrc country without mentioning shaheen bagh woman protesting caa national register citizen nrc since would like ask prime minister describes brother woman afraid remark came day protest shaheen bagh area coincidence political design disturb harmony country campaigning bjp election ahead assembly election saffron party tried use protest election plank ruling party countering bjp claim caa law take away citizenship give caa citizenship lakh par citizenship caa give citizenship take away lakh nrc government want give citizenship replying mp angrily infiltrator father infiltrator taking ruling bjp issue caa first time history parliament bill passed based religion today bjp government created atmosphere country fighting battle existence fail finished current atmosphere country similar one alleging ruling bjp trying make similar bjp member strongly objected remark parliamentary affair minister demanded objectionable statement expunged input
"BJP plans 100 rallies, 250 press meets to counter anti-CAA narrative",protest citizenship amendment act rage across country party bjp decided launch massive campaign reach three crore family allay public fear apprehension new law addressing reporter national capital bjp general secretary party organise press conference next day bjp reach three crore family organise press conference place next day addition rally held clear air citizenship amendment act caa bust myth created opposition announcement came meeting senior bjp leader party working president controversial law grant citizenship refugee arrived accusing opposition party including congress provoking antigovernment protest caa communication campaign launched counter lie congress support violence far protest concerned asked bjp take along refugee come due atrocity country rally announced party view community others citizen right live dignity bjp leader asked bjp ally protest national register citizen caa nrc two different issue supported caa parliament nrc caa different nrc administrative issue
"BJP to send 30,000 volunteers to West Bengal to dispel misinformation about CAA",part awareness campaign party bjp appointed volunteer go west spread awareness dispel rumour citizenship law initiative start next year volunteer go every household explain law people state decision taken meeting bjp working president meeting held bjp woman wing issue earlier prime minister union minister shah assured country caa nrc affect widespread protest country combo culminated violent clash police protestors targeting opposition spreading false information national register citizen nrc prime minister leader wasting energy something even speaking rally ram maidan congress urban spreading lie regarding detention centre congress ally educated living city urban spreading rumour sent detention centre value education read citizenship amendment act nrc rumour detention centre spread congress urban lie lie lie lie discussion nrc anywhere exercise done supreme court order want tell crore citizen since government come power since discussion nrc anywhere supreme court order exercise done however home minister shah parliament discussion citizenship amendment bill nrc process undertaken entire country shah repeated commitment hold nationwide nrc several time controversial law promise citizenship illegal immigrant belonging minority community fled religious persecution three country critic say law secular nature constitution clubbed nrc may misused strip away citizenship country bjp however argued law nothing help fled religious persecution neighbouring country
West Bengal becomes fourth state to pass resolution against CAA,west became fourth state country assembly passed resolution citizenship amendment act amid massive protest across country controversial law proposed national register citizen nrc earlier passed resolution controversial law ruled congress west government left front congress respectively speaking assembly government moved resolution chief minister protest minority thank brother leading protest forefront wo allow caa nrc fight peacefully read government pass resolution citizenship amendment act strong critic new law led protest state front earlier speaking rally slammed bjp explain people misguided bjp bonded labour citizen country bjp decide eat religion follow decide eat reference remark bjp leader suspected labourer working place way eating bjp eat air growing never heard person recognised dress food habit ca tolerated new law promise citizenship member community entered critic say new law secular nature constitution clubbed proposed national register citizen nrc may misused strip away citizenship country bjp however argued law nothing help fled religious persecution neighbouring country
"Modi and Shah destroyed youth's future, dividing India: Rahul Gandhi",direct attack prime minister union home minister shah congress leader destroyed future youth adding defeated love towards every taking website twitter dear youth shah destroyed face anger lack job damage done economy dividing beloved hiding behind hate defeat responding love towards every statement came shortly pm pm targeted opposition party spreading false information recently enacted citizenship amendment act caa national register citizen nrc inciting minority poor addressing rally iconic maidan caa made congress regime protester make bring parliament announce congress openly supported protest party general secretary staging staged protest police action student milium university protesting citizenship amendment act earlier month congress leader held rally new maidan corner bjp government disruptive policy
"Congress holds protest at Rajghat against CAA; Kamal Nath, Gehlot vow to not implement new law in MP, Rajasthan",congress held protest citizenship amendment act proposed national register citizen chief minister state asserted government implement caa nrc congress president former prime minister mp party general secretary read preamble constitution met family killed protest take oath preserve constitution name recalling conversation mother mother told son martyr gave life country protest attended top congress leader state chief minister counterpart reiterated implement caa nrc respective state identity constitution reject law respecting constitution government implement claiming bjp want implement agenda alleged atmosphere fear created prime minister government prime minister misleading people nrc saying discussed home minister saying nrc implemented country understands want divide country religious line caa nrc implemented basic principle constitution added minister state congress chief committed state government implement controversial law government headed chief minister congress part coalition government minister t caa nrc implemented chief minister earlier vowed implement law state
"Telangana Assembly Adopts Resolution Against CAA, NPR, NRC",resolution caa nrc moved chief minister k legislative assembly adopted resolution caa nrc urged centre amend citizenship amendment act remove reference religion foreign country view apprehension among large section people resolution moved chief minister k member concerned proposed implementation national population register national register citizen may result exclusion large number people urged government take necessary step safeguard people state exercise nrc
No Need For Resolution Against CAA In Maharashtra Assembly: Ajit Pawar,caa nrc take away anyone citizenship deputy chief minister senior leader new citizenship law proposed nrc take away anybody citizenship flagged misinformation issue addressing convention nationalist congress party ruled need bring resolution citizenship amendment act caa national population register state legislative assembly caa nrc take away anyone citizenship unnecessary pas resolution caa assembly people spreading false information caa nrc referring resolution passed called awareness issue legislative assembly last month unanimously resolved need nrc state exercise done strictly according format notably chief last like eight state refuse implementation new citizenship law feared would hurt religious social harmony leader state minister nawab last month nrc implemented congress another constituent shiv government demanded resolution caa brought assembly meeting prime minister last month chief minister one need fear caa going throw anyone country earlier government allow proposed nrc implemented would impact people religion
"Amid Delhi Violence, Amit Shah To Address Pro-CAA Rally In Odisha Today",rally addressed shah part bjp countrywide awareness programme file home minister shah address rally maidan today support amended citizenship law day area saw violence controversial law shah attend rally chairing meeting eastern zonal council attended four chief minister including bitter critic citizenship amendment act caa national population register national register citizen nrc though chief minister counterpart present city today meet backed caa made clear nrc assembly passed resolution stating nrc needed state making first state categorically say nrc seek removal controversial clause census exercise ruling sought removal contentious clause exercise bjp president rally addressed shah part party countrywide awareness programme caa undertaken following protest opposition amended law union minister babul bjp mp already addressed public meeting counting virtue caa different place including apart organizing awareness campaign rally caa organisational district bjp worker congratulated prime minister shah sending postcard message flagged fleet campaign vehicle whose purpose inform people rally state bjp spokesperson congress political party trying mislead people amended citizenship law public meeting aimed making clear caa national interest however senior state congress leader hit bjp organising rally saying counting positive caa shah first restore normalcy communal violence far claimed life congress time national capital witnessing bloodshed caa shah ensure peace instead visiting shah tell people home minister stay needful time national capital burning ruling took swipe rally addressed shah party spokesperson pk deb awareness exercise done much amending citizenship law enacting new law meeting west cm would meet shah first time enactment caa clear whether would meeting home minister sideline meet m already visited temple known peace harmony want peace bloodshed responding query communal violence apart attending meeting rally shah meet state bjp leader discus strategy strengthening party source scheduled visit temple lord temple concluding day visit
Hotstar Nukes PM Modi-Centric Episode of Last Week Tonight With John Oliver,another month another instance streaming service set month left latest episode news satire talk show last week tonight john dealt prime minister popularity several controversy new episode last week tonight air night u go episode still available time writing always comment despite repeated request censor joke last week tonight john episode set context u president trump visit week touch upon pm pm nationalist belief party bjp link whose founder admired pm pm inaction pogrom dangerous view closest including home minister shah chief minister yogi led rise attack minority since pm pm came power per human right watch went pm pm policy demonetisation drive took percent currency erasure inclusion supremacy school textbook state controversial citizenship amendment act caa possible ramification combination proposed national register citizen nrc construction detention centre across house declared noncitizen nrc big streaming service seemingly afraid pm pm government last year amazon prime video decided excise fifth season premiere political drama madam secretary dealt nationalism violence minority amazon never commented caved political pressure yet take episode news satire talk show patriot act legal notice government asked later founder reed truth power business entertainment business content chief ted tried clarify later mixed result least willing talk case think better stay silent except action speak volume listening
"My Stand On CAA, NRC Decided After Consulting NCP, Congress: Uddhav Thackeray",met pm pm along son file chief minister stand well thought decided holding consultation congress constituent shiv government meeting prime minister part scheduled visit one need fear citizenship amendment act caa national population register going throw anyone country earlier government allow proposed national register citizen implemented would impact people religion stand appeared variance congress made stand clear issue discussed alliance partner congress talking reporter eve budget session state legislature replying query senior bjp leader statement state government change questionnaire senior member three party congress sit together discus possible complication implementation state asked national investigation agency taking investigation case chief minister hand case central agency centre took probe per law disappointed sudden move took probe case last month home minister anil overruled handing probe chief expressed disapproval letting take case shiv government initially criticised centre move hand case case probe relates alleged inflammatory speech delivered conclave held police claimed triggered violence near war memorial district next day police claimed conclave backed
"""Discussed CAA With PM, Nobody Needs To Be Afraid"": Uddhav Thackeray",left son right met pm pm residence central government promised nationwide exercise make people prove citizenship national register citizen nrc need concerned citizenship amendment act caa chief minister following meeting prime minister plan nrc announced home minister shah parliament later refuted government major point contention caa enacted law year law promise citizenship refugee three neighbouring country stoked fear able prove citizenship declared foreigner nationwide nrc prepared line discussed caa nrc national population register made stand clear need fear caa oppressed minority central government nrc implemented across country see danger befalling citizen oppose chief minister made clear exercise would stopped state objection raised questionnaire caa sticking point shiv two ideologically disparate partner congress nationalist congress party ardent opponent nrc caa forged coalition ditching longtime ally bjp following last year state poll first meeting pm pm taking chief minister chief crucial role bringing together congress work difference party convince speaking journalist meeting pm pm played friction party alliance last full term made mind following common minimum programme problem shiv leader met congress chief expected meet bjp veteran union home minister shah congress general secretary difference caa nrc state leadership sort
"Uddhav Thackeray Needs A Briefing On NPR, CAA: Congress's Manish Tewari",congress leader reacted comment caa file congress leader former union minister today chief minister requires briefing citizenship amendment rule understand national population register basis national register citizen nrc religion basis citizenship tweet cm requires briefing citizenship amendment rule understand basis nrc stop nrc citizenship amendment act caa need reacquainted design constitution religion basis citizenship remark came day met prime minister body feel threatened caa measure meant drive away anyone country cm requires briefing citizenship amendment rule understand basis nrc stop reacquainted design constitution religion basis citizenship made remark press conference held meeting prime minister first took chief minister discussed caa adding come understand role centre nrc one fear caa going throw anyone country provoking people name caa must fully understand provision refuted report rift among constituent work according common minimum programme complete full term
"""Sena's Stand Not Clear On Citizenship Law, NRC"": Congress's Ashok Chavan",met called courtesy meeting minister congress leader shiv stand clear citizenship amendment act caa national population register national register citizen nrc adding issue taken coordination committee alliance government congress cleared stand caa nrc benefit country seems shiv stand still clear caa nrc told dispute coordination committee leader three party discus sort called meeting congress interim president courtesy meeting congress leader remark came chief minister need worry caa implemented reiterating nrc implemented state caa nrc different different one worry caa get implemented nrc implemented state many state government including west refused implement citizenship amendment act caa nrc respective state
"""We'll Convince Sena"": Sharad Pawar On Gap Over CAA, Population Register",congress nationalist congress party caa shiv support contentious citizenship law caa national population register confirmed today key point difference ruling coalition chief minister caa threat would stop implementation state nationalist congress chief crucial role bringing together ideologically disparate congress played saying discus matter party bring page convince medium interaction chief minister caa nrc national register citizen different national population register different one worry caa get implemented nrc implemented state centre discussed nrc citing government assurance countrywide protest happening implemented nrc would affect added congress nationalist congress party vehemently caa nrc well caa expedites citizenship minority taken together nrc meant weed illegal migrant would used government target refused accept prime minister assurance nationwide nrc saying contradicting home minister shah spoken matter various forum even parliament appeared unresolved issue opposition called first step implementation nrc state stopped exercise described census census find anyone affected happens every ten year told reporter today circumstance stand voted caa abstained loss face party opposed caa nrc earlier even opposed pointed three party agreed common minimum programme focussing steer important
UP Deputy Chief Minister Blames AAP For Shooting At Anti-CAA Protests,bjp would win assembly poll file deputy chief minister blamed party recent incident firing site protest shaheen bagh responsible drama firing one affected due firing perpetrator arrested though happened planned political reason bjp would win assembly poll congress getting nervous bjp marching victory poll bjp form government speaking opposition complaint election commission chief minister yogi divisive speech complain decide star campaigner campaigning
Uddhav Thackeray's Twist On Why He Won't Allow Citizens' List,nrc wo allow national register citizen highlight indicated caa two exercise nrc protest caa nrc swept country chief minister indicated amended citizenship law would oppose two exercise revolve around citizenship national register citizen nrc national population register congress nationalist congress party ally shiv however three citizenship amendment act caa nrc caa law throw anyone country chief minister interview party mouthpiece according news agency would however allow nrc exercise carried would find tough prove citizenship alleged name many list nrc first carried according national register citizen tough well prove citizenship let nrc come leading coalition formed long suspense party ended alliance bjp last year interview taken party leader editor reported citizenship amendment act first time make religion test citizenship government say help minority three country get citizenship fled religious persecution critic say designed discriminate violates secular principle constitution protest caa nrc going several area country group protester dug shaheen bagh month input
"""Misunderstandings"" Resolved, Akali Dal To Support BJP In Delhi Polls",party alliance bjp political highlight never broke alliance bjp sad chief supported caa beginning added bjp president called sad old strong ally week hedging bet assembly poll finally come around renewing electoral alliance bjp declaration certain misunderstanding two party amicably resolved alliance mere political bound shared emotion peace bright future interest well country misunderstanding sorted party chief today bjp national president later held joint press conference clarify stand alliance bjp oldest strongest thank supporting bjp election news agency quoted saying meet indicated contest election bjp difference back regional party accept contentious citizenship amendment act present form stand clear nation ca divided religion prefer contest poll change stand national register citizen introduced either nation belongs leader press conference amid ongoing protest controversial law consistently maintained migrant excluded ambit citizenship amendment act however voiced different opinion today never broke alliance bjp considering possibility contesting election separately supported citizenship amendment act beginning went shah granting citizenship subjected persecution party chief confirmed development describing old strong ally country witnessed protest since last year government enacted citizenship amendment act make easier migrant become citizen critic say law secular principle country likely pose threat country community implemented coordination national register citizen go poll vote counted three day later bjp hope gain vote alliance input agency
"Rajasthan Passes Resolution Against Citizenship Law After Kerala, Punjab",protest citizenship amendment act swept country highlight caa discriminates people religious ground resolution stated several bjp leader shouted slogan favour law earlier week supreme court refused put caa hold today passed resolution controversial citizenship amendment act caa state assembly urging centre repeal law amid countrywide protest third state country pas resolution several bjp leader seen rushing well house shouting slogan favour new citizenship law resolution adopted caa enacted parliament recently aimed distinguishing illegal migrant basis religion resolution say discrimination people ground religion consonance secular idea enshrined constitution clearly violative article add first time history country law enacted discriminates people religious ground resolution underscore reason caa caused deep anguish widespread protest country say proposed nationwide national register citizen nrc mentioned resolution lakh people state excluded citizen list released last year earlier week supreme court refused put hold caa court would grant stay without hearing government gave centre four week respond petition law citizenship law make religion criterion citizenship say minority country like become citizen easily fled religious persecution entered critic believe caa along nrc citizen list used target last month became first state adopt resolution supported leader across party line except lone bjp first state move top court law government later followed called caa inherently discriminatory far away humanitarian measure special session west assembly summoned pm pm pas resolution scrap law chief minister protesting past week caa
Nitish Kumar Folded His Hands Before The Media. What Made Him Angry,dramatically fold hand medium party event highlight chief minister told medium reporting close aide letter folded hand concerned work aide pavan criticised citizenship law chief minister best hiding emotion two day dealt undisguised fury close aide pavan public letter revealing alleged private criticism ally bjp upset medium say much importance given people keep talking produced photo dramatically folding hand medium party event speaking function mark birth anniversary former chief minister first described scheme launched people extreme backward class people keep saying thing chief minister remarked lightly folded hand referred medium contingent gentleman keep publishing whatever people say see problem focus work earlier day made clear start conversation respond pavan united general secretary went public letter challenging chief minister letter sending email without even informing going straight press make sense chief made clear like importance given letter went talk several programme including human chain organized recently focus tackling climate change wrapped speech turned reporter folded hand please think state happens state impact reference electricity household piped drinking water flagship scheme adopted government despite complaining attempt upset ally bjp avoided talking controversial citizenship amendment act caa nrc national register citizen word either national population register seen precursor nrc protest across country citizenship law focused fear caa along nrc used target earlier promised speak stand letter goaded chief minister spell stand law sparked nationwide protest questioned decision extend alliance bjp
"DMK, Allies To Conduct 'Massive' Signature Campaign Against CAA, NRC",decided hand signature president mk file opposition today resolved hold massive signature campaign citizenship amendment act national register citizen national population register party chief mk caa withdrawn effort taken prepare nrc activity allowed resolution adopted connection chaired meeting ally including congress decided conduct massive signature campaign connection told reporter meeting decided hand signature president added
Have Done What Gandhi ji Had Said: Rajnath Singh On CAA,prime minister speaks justice humanity file defence minister one dare touch dismissed apprehension community targeted national population register national register citizen brought cautioned force attempting create divide citizenship amendment act addressing rally support citizenship amendment act caa bjp leader religious minority living life misery fulfilled moral duty enacting caa questioned opposing national population register national register citizen nrc stressing mooted much bjp government formed rejected claim forced leave country discussion nrc suppose country want create national register citizen objection document people seek benefit government scheme asked crowd say making register bring nrc banish want tell present nobody dare touch citizen want assure anyone complaint come u stand citizen minister partitioned basis religion even mahatma wanted government sensitive towards minority neighbouring country face religious persecution people given citizenship done bringing caa commit crime certain force want create divide issue caa force vested interest creating rift community appeal everyone communal tension created cited former prime minister remark made favour granting citizenship minority neighbouring country citizenship law viewed perspective prime minister speaks justice humanity trying defame party discriminating basis religion people given befitting response
"""No Sign Of Strength"": Prashant Kishor's Dig At Amit Shah On CAA Speech",voiced strong opposition citizenship amendment act caa highlight shah bluntly ruled rethink caa whoever oppose oppose act caa nrc accused discriminatory deputy chief election strategist took shot union home minister shah speech day ago bjp leader bluntly ruled rethink controversial citizenship amendment act caa triggered protest across dismissive citizen dissent could sign strength govt care protesting go ahead try implementing caa nrc chronology audaciously announced nation tweeted reference caa national register citizen nrc caa nrc accused discriminatory caa promise citizenship refugee nrc intends identify undocumented immigrant came specified date critic say caa make religion condition citizenship first time going principle constitution combined nrc law could used target prove lineage say despite widespread protest government say law came effect necessary help faced religious persecution neighbouring country rally organised support law shah matter much opposition law faced implemented protesting continue want say irrespective protest caa withdrawn thundered adding whoever oppose oppose act going revoked despite rule alliance bjp supporting caa parliament leader within party like pavan voiced strong opposition law nrc
"""Revamp CAA"": Former Delhi Lt Governor Najeeb Jung's Message To Centre",suggested government discus caa nrc opposition former lieutenant governor today suggested centre need talk opposition regarding citizenship amendment act national register citizen view economic cost widespread protest way making protest go away suggested act accused making religion test citizenship revamped make inclusive long protest go economy suffering shop closed bus plying loss incurred lieutenant governor till quoted saying news agency talk solution come solution come talk added long accused centre man chief minister going added feel citizenship amendment act need revamp either include remove name make inclusive matter get dismissed pm pm call people talk matter get resolved suggestion come amid prime minister remark need government engage opposition speaking bjp headquarters today confirmed new party chief pm pm opposition discarded people hit bjp web lie elected number bunch opposed u need pay heed government made attempt far engage opposition accused engineering protest sweeping country since citizenship law passed last month much peaceful protest driven student activist artiste celebrity woman political party including congress taking fringe role critic say caa used target read along controversial process national registry citizen government say would help minority three neighbouring country get citizenship fled religious persecution
PM on NRC: No citizen of India will have to leave the country,speaking national register citizen issue prime minister assured nation citizen leave country possible opportunity given get concern addressed pm pm attacked congress president tried best provoke people election prime minister expressed confidence bjp win election next year bigger margin interview national daily prime minister dismissed failed idea succeed people want strong decisive government centre prime minister rebutted report claiming reservation would end clarified reservation continue prime minister asserted government would keep promise updating national register citizen allayed concern nrc exclude citizen assured possible opportunity given people get concern addressed took congress national register citizen saying vote bank politics prevented implementing accord party concluded office prime minister expressed hope would work direction make country violence free new government prime khan prime minister wished good relation two country government taken numerous initiative regard attacking congress president tried best provoke people election people rejected baseless allegation asserted many people including business community hailed adopted wholeheartedly concern raised incident mob violence prime minister underlined incident need condemned strongest voice government fully committed upholding rule law protecting life liberty every citizen added person circumstance take law hand commit violence
No genuine citizen will be left out of NRC: PM Modi,rally pm pm assures genuine citizen would left nrc express hope citizenship amendment bill would soon get parliament nod say govt decision implement clause accord safeguard social cultural linguistic identity prime minister addressed public rally part first phase poll campaign amid great euphoria prime minister brought extradition matter middleman christian deal target congress party asserting government committed curbing corruption prime minister asserted vision development northeast government opening door enhanced connectivity region reiterated giving boost policy govt priority prime minister expressed regret many facing hardship national register citizen compiled identify illegal immigrant assured genuine would left document prime minister address assured people government working towards getting citizenship amendment bill passed parliament linked emotion related people life benefit anyone penance injustice many wrong done past aim create economic opportunity requisite infrastructure north east region prime minister taken upon bring north east closer countdown general election begun bjp leaving stone unturned focused strategy win new territory retain power party holding several rally across nation set tone poll
No genuine citizen will be left out of NRC: PM Modi,rally pm pm assures genuine citizen would left nrc express hope citizenship amendment bill would soon get parliament nod say govt decision implement clause accord safeguard social cultural linguistic identity prime minister addressed public rally part first phase poll campaign amid great euphoria prime minister brought extradition matter middleman christian deal target congress party asserting government committed curbing corruption prime minister asserted vision development northeast government opening door enhanced connectivity region reiterated giving boost policy govt priority prime minister expressed regret many facing hardship national register citizen compiled identify illegal immigrant assured genuine would left document prime minister address assured people government working towards getting citizenship amendment bill passed parliament linked emotion related people life benefit anyone penance injustice many wrong done past aim create economic opportunity requisite infrastructure north east region prime minister taken upon bring north east closer countdown general election begun bjp leaving stone unturned focused strategy win new territory retain power party holding several rally across nation set tone poll
PM Modi addresses poll rallies in Bihar & Assam,polling first phase campaigning remaining phase full force prime minister led charge holding rally kept assault opposition saying road election scam emerged congress top bjp leader campaigning fray including party chief shah home minister report even people voted first phase poll prime minister addressed three rally one two ahead polling subsequent phase pm pm first stop campaign trail recounted achievement govt trained gun opposition next stop lashed congress accusing leader indulging corruption pointing called road electoral scam took swipe family corruption allegation promised bjp govt centre would protect interest people northeast stop illegal infiltration last campaign stop claimed phase swept wave expressed bjp commitment bring citizenship amendment bill parliament holding consultation section society assured interest people would safeguarded shah address two poll rally west bjp leader campaigned party bjp president shah north west senior leader taking leader sought vote basis govt
SSFN to join Nepal Communist Party led govt,one main party forum decided join communist party led government chairperson chief signed two point agreement party agreed demand raised agitation issue related constitution amendment would addressed basis mutual understanding prime minister gave assurance parliament constitution would amended keeping view people aspiration country interest another prominent party party demanding constitution amendment various issue including citizenship language historic parliament provincial election held last year performed well formed government province
"No link between NPR and NRC, says Home Minister Amit Shah",home minister shah today link national population register national register citizen nrc speaking news agency evening shah data utilised nrc spreading rumour actually hampering benefit poor minority home minister survey would happened cooking gas would reached poor household survey base several scheme brought government targeted beneficiary shah census held every year started government government carrying forward good exercise home minister new thing included time like area house number livestock replying query shah reiterated citizenship amendment act provision taking away anyone citizenship due politics people instigated issue people understood truth
"Citizenship law, NRC has nothing to do with Indian Muslims: PM Modi",prime minister sought assuage concern amended citizenship law nrc saying nothing citizen putting strong defence contentious law rally national capital giving right persecuted minority neighbouring country snatch anybody right opportunity expose discrimination minority lost due politics devoted considerable part nearly minute speech started slogan ki unity diversity speciality allay concern look track record listen tape record rival cited development scheme like giving cylinder poor health insurance scheme assert never mattered government whether people go temple mosque citizenship law nrc nothing nothing worry citizenship law added fact nothing citizen clear justification nationwide national register citizen infiltrator never reveal unlike refugee never hide identity lie spread nrc asserted previous congress government mooted government discussed far either parliament cabinet added speaking strongly violence recent protest caa attacked opposition making appeal peace silence showed indirect support vandalism targeting school bus train praising police force faced criticism quarter allegedly using excessive force student protestors place prime minister always come people help noted sacrificed life duty since independence asked rival burn effigy thrash shoe wish target asset property others quoted comment former prime minister chief minister support giving citizenship right persecuted minority neighbouring country assert government done promised opposition party power never done due vote bank politics leader changed stand love sympathy refugee vanished spoke support received country highest civilian honour bestowed many assert scared congress friend worried across world support much long frighten
"NRC must for national security, will be implemented: Amit Shah",union home minister shah asserted centre extend national register citizen west citizenship amendment bill passed accord citizenship refugee addressing seminar controversial nrc hitherto restricted shah west ruling misleading people citizenship roll people misled assure refugee leave country get citizenship enjoy right national however asserted infiltrator thrown country bjp president hailed prime minister scrapping provision article accorded special status saying facilitate complete integration state referring founder bjp precursor shah due sacrifice leader west today part republic
"We remain firm on decisions on Article 370, CAA despite pressure: PM Modi",ruling rethink decision caa article prime minister asserted government remains remain firm step taken national interest despite pressure side scrapping article citizenship amendment act caa country waited decision year told public meeting daylong visit constituency decision necessary interest nation inn par hum despite pressure side remain firm decision continue remain firm pm pm provision article constitution accorded special power erstwhile state abrogated government august last year prime minister tough talk assumed significance view protest caa various part country citing certain key decision government pm pm referred trust set construction ram temple asserted would work rapidly trust formed construction grand ram temple trust work rapidly setting trust work construction ram start fast speed government recently set ram supreme court directive union government form trust look construction management temple prime minister earlier launched laid foundation project worth r crore constituency flagged express video link daylong visit city first overnight private train country connect three pilgrimage centre prime minister dedicated nation pandit memorial centre unveiled foot statue ideologue tallest statue leader country soul pandit give u encouragement working uplift deprived others section say give facility last beneficiary queue pm pm past year r crore worth developmental project either completed going fast speed roadway highway waterway railway given top priority government expressway work going fast speed prime minister laid emphasis better connectivity heritage religious site saying tourism main source making country trillion dollar economy behaviour citizen decide direction country future country made government value people residing soon arrival participated closing ceremony centenary celebration released translated version language mobile application governor chief minster yogi chief minister b present occasion inaugurated bed government hospital
Delhi needs govt that will not resort to appeasement but support CAA: PM Modi,prime minister need government resort appeasement support caa abolition article issue national security addressing election rally three day assembly election prime minister national capital need government give direction resort blame game prime minister questioned dispensation implementing scheme national capital asked government clinic work fall sick outside city pm pm addressed rally east locality people say country changed time transformation need government give opportunity enemy attack u centre added opened bank account poor population u built house population sri pm pm opposition party spreading lie rumour citizenship amendment act people understand national capital go poll result declared
"Opposition members protest in Lok Sabha against CAA, NPR",witnessed protest opposition member mostly congress amended citizenship act congress leader saying government silence people voice speaker om parliamentary affair minister asked protesting member trooped well soon question hour began raise issue discussion motion thanks president address opposition member carrying placard raising slogan citizenship amendment act national population register national register citizen speaker adjourned house little minute following question hour emphasised lunch congress member heard raising slogan seeking freedom caa nrc throughout protest om kept appealing opposition member return seat raise issue raise discus issue want debate president address get enough opportunity elected people democratic process responsibility give opportunity raise issue concerning people allowed speak zero hour congress leader hit bjp alleged protestors fired upon killed apparent reference death agitator state including alleged police firing people protesting protect constitution carrying national flag fake attack bjp adding member genuine would behaved differently told opposition member raise issue discussion motion thanks president address despite protest least nine question taken question hour first current budget session opposition member displayed placard saying save save democracy save constitution protest continued speaker reminded agitating member floor leader assured question hour allowed conducted smoothly want strengthen constitution discus issue
